Period\Unit:,[Argentine peso ],[Australian dollar ],[Bulgarian lev ],[Brazilian real ],[Canadian dollar ],[Swiss franc ],[Chinese yuan renminbi ],[Cypriot pound ],[Czech koruna ],[Danish krone ],[Algerian dinar ],[Estonian kroon ],[UK pound sterling ],[Greek drachma ],[Hong Kong dollar ],[Croatian kuna ],[Hungarian forint ],[Indonesian rupiah ],[Israeli shekel ],[Indian rupee ],[Iceland krona ],[Japanese yen ],[Korean won ],[Lithuanian litas ],[Latvian lats ],[Moroccan dirham ],[Maltese lira ],[Mexican peso ],[Malaysian ringgit ],[Norwegian krone ],[New Zealand dollar ],[Philippine peso ],[Polish zloty ],[Romanian leu ],[Russian rouble ],[Swedish krona ],[Singapore dollar ],[Slovenian tolar ],[Slovak koruna ],[Thai baht ],[Turkish lira ],[New Taiwan dollar ],[US dollar ],[South African rand ]
2009-08-17,5.40000,1.7208,1.9558,2.6396,1.5621,1.5212,9.6203,,25.785,7.4435,102.8804,15.6466,0.86290,,10.9068,7.3027,274.07,14119.06,5.3619,68.8120,,132.94,1771.04,3.45280,0.7000,11.2714,,18.3075,4.9850,8.7265,2.1155,68.076,4.1980,4.2245,45.4800,10.2880,2.0434,,,47.9500,2.1222,46.410,1.4072,11.5338
2009-08-14,5.48000,1.6939,1.9558,2.6020,1.5509,1.5267,9.7688,,25.733,7.4444,103.8959,15.6466,0.86160,,11.0784,7.3120,269.20,14246.96,5.4162,68.9610,,135.61,1769.06,3.45280,0.7000,11.3026,,18.3544,5.0279,8.6165,2.0785,68.695,4.1240,4.2130,45.1200,10.1835,2.0628,,,48.6350,2.1160,47.030,1.4294,11.5152
2009-08-13,5.47000,1.6931,1.9558,2.6029,1.5451,1.5328,9.7674,,25.738,7.4447,103.8887,15.6466,0.85865,,11.0786,7.3245,268.21,14225.10,5.4377,68.6920,,137.52,1759.41,3.45280,0.7008,11.3025,,18.3544,5.0147,8.6080,2.1021,68.495,4.1085,4.2150,45.4120,10.1960,2.0599,,,48.6640,2.1056,47.015,1.4293,11.3690
2009-08-12,5.43000,1.7201,1.9558,2.6176,1.5633,1.5276,9.6853,,25.768,7.4445,103.7030,15.6466,0.85965,,10.9828,7.3259,273.60,14162.71,5.4697,68.5330,,135.77,1767.31,3.45280,0.7010,11.2857,,18.5200,5.0027,8.7325,2.1294,68.102,4.1813,4.2218,46.0900,10.2656,2.0509,,,48.2770,2.1267,46.675,1.4170,11.5202
2009-08-11,5.42000,1.6965,1.9558,2.6277,1.5537,1.5301,9.6825,,25.770,7.4449,103.6773,15.6466,0.85840,,10.9793,7.3224,273.10,14054.16,5.4950,67.9400,,136.72,1759.28,3.45280,0.7011,11.3002,,18.3946,4.9730,8.8265,2.1126,67.596,4.1740,4.2163,45.7690,10.3486,2.0489,,,48.2280,2.1225,46.540,1.4166,11.5304
2009-08-10,5.44000,1.6895,1.9558,2.5813,1.5361,1.5345,9.7062,,25.678,7.4450,103.8508,15.6466,0.85355,,11.0070,7.3269,269.31,14103.40,5.4950,67.9000,,138.01,1742.67,3.45280,0.7006,11.2893,,18.3135,4.9771,8.6940,2.0985,67.729,4.1154,4.2095,45.0035,10.2129,2.0468,,,48.3220,2.0929,46.585,1.4202,11.4031
2009-08-07,5.49000,1.7161,1.9558,2.6336,1.5540,1.5288,9.8084,,25.910,7.4448,104.5405,15.6466,0.85670,,11.1272,7.3350,272.80,14308.44,5.6113,68.5760,,136.89,1761.67,3.45280,0.7023,11.3107,,18.7072,5.0257,8.7515,2.1315,68.557,4.1670,4.2168,45.4450,10.3008,2.0628,,,48.7780,2.1300,47.070,1.4357,11.6875
2009-08-06,5.50000,1.7067,1.9558,2.6129,1.5416,1.5290,9.8164,,25.944,7.4450,104.5633,15.6466,0.85240,,11.1369,7.3359,269.89,14275.85,5.6558,68.4010,,137.31,1759.06,3.45280,0.7025,11.3124,,18.7110,5.0158,8.6635,2.1435,68.626,4.1450,4.2121,44.9510,10.2707,2.0632,,,48.8330,2.1220,47.105,1.4370,11.5850
2009-08-05,5.51000,1.7080,1.9558,2.6141,1.5507,1.5316,9.8433,,25.945,7.4450,104.5879,15.6466,0.84695,,11.1678,7.3383,267.00,14279.88,5.6415,68.3320,,137.38,1762.11,3.45280,0.7028,11.3174,,18.9082,5.0399,8.6685,2.1347,68.976,4.1005,4.2045,44.8946,10.2683,2.0653,,,48.9800,2.1019,47.140,1.4410,11.3966
2009-08-04,5.50000,1.7116,1.9558,2.6393,1.5369,1.5286,9.8246,,25.863,7.4452,104.3768,15.6466,0.84845,,11.1477,7.3470,267.05,14208.64,5.5689,68.4390,,136.22,1753.18,3.45280,0.7025,11.3143,,18.9279,5.0265,8.7040,2.1609,68.824,4.1233,4.2145,44.8420,10.3043,2.0622,,,48.8840,2.1091,46.995,1.4384,11.2817
2009-08-03,5.48000,1.7020,1.9558,2.6482,1.5274,1.5246,9.7701,,25.695,7.4449,103.9533,15.6466,0.84920,,11.0849,7.3560,265.70,14163.96,5.3613,68.0680,,135.86,1745.63,3.45280,0.7023,11.3034,,18.7627,5.0168,8.6800,2.1445,68.742,4.1088,4.2030,44.4465,10.2983,2.0513,,,48.6520,2.0956,46.860,1.4303,11.0823
2009-07-31,5.41000,1.7060,1.9558,2.6482,1.5234,1.5317,9.6592,,25.573,7.4461,103.2747,15.6466,0.85560,,10.9570,7.3523,266.53,14068.37,5.3731,67.9500,,135.33,1728.71,3.45280,0.7023,11.2812,,18.6678,4.9801,8.7150,2.1578,67.941,4.1590,4.2185,44.5400,10.3358,2.0377,,,48.1120,2.0870,46.390,1.4138,11.0368
2009-07-30,5.37000,1.7042,1.9558,2.6495,1.5240,1.5314,9.6014,,25.581,7.4453,102.7547,15.6466,0.85240,,10.8911,7.3615,268.31,13989.56,5.3753,67.8900,,133.89,1735.50,3.45280,0.7014,11.2689,,18.6483,4.9628,8.7490,2.1555,67.602,4.1775,4.2070,44.5060,10.4515,2.0296,,,47.8570,2.0861,46.165,1.4053,11.0079
2009-07-29,5.38000,1.7220,1.9558,2.6679,1.5335,1.5268,9.6350,,25.540,7.4451,102.8452,15.6466,0.86110,,10.9307,7.3420,269.75,14043.96,5.3748,68.3000,,133.86,1752.15,3.45280,0.7020,11.2768,,18.7160,4.9836,8.7890,2.1457,67.859,4.1928,4.2183,44.2170,10.5849,2.0353,,,47.9890,2.0975,46.350,1.4104,11.1778
2009-07-28,5.41000,1.7138,1.9558,2.6697,1.5378,1.5224,9.7197,,25.501,7.4453,103.5292,15.6466,0.86220,,11.0287,7.3330,267.55,14121.19,5.3857,68.6050,,134.53,1762.97,3.45280,0.7012,11.2935,,18.8641,4.9937,8.7660,2.1531,68.334,4.1765,4.2050,43.8914,10.5850,2.0497,,,48.3000,2.0992,46.575,1.4229,11.1131
2009-07-27,5.43000,1.7331,1.9558,2.6950,1.5433,1.5237,9.7472,,25.517,7.4449,103.8369,15.6466,0.86530,,11.0586,7.3270,268.00,14222.20,5.4522,68.7270,,135.61,1772.48,3.45280,0.7024,11.2991,,18.7709,5.0205,8.8010,2.1697,68.535,4.1761,4.2075,43.8435,10.5265,2.0545,,,48.4650,2.1122,46.820,1.4269,11.0541
2009-07-24,5.42000,1.7413,1.9558,2.6904,1.5407,1.5217,9.7185,,25.472,7.4447,103.5720,15.6466,0.86700,,11.0259,7.3320,266.59,14226.34,5.4886,68.6170,,134.92,1775.37,3.45280,0.7030,11.3162,,18.7555,5.0214,8.8600,2.1663,68.387,4.1880,4.2150,44.0990,10.5995,2.0487,,,48.3220,2.1100,46.865,1.4227,11.0494
2009-07-23,5.41000,1.7376,1.9558,2.6957,1.5606,1.5203,9.7198,,25.625,7.4452,103.7274,15.6466,0.86170,,11.0275,7.3190,271.26,14268.07,5.5081,68.9400,,134.23,1779.06,3.45280,0.7030,11.2928,,18.7681,5.0371,8.9250,2.1579,68.426,4.2500,4.2350,44.3610,10.7567,2.0504,,,48.3570,2.1180,46.655,1.4229,10.9471
2009-07-22,5.40000,1.7455,1.9558,2.6989,1.5704,1.5164,9.6933,,25.825,7.4458,103.4318,15.6466,0.86480,,10.9980,7.3362,271.55,14316.74,5.5156,68.8550,,132.49,1777.34,3.45280,0.7020,11.2889,,18.8286,5.0421,8.9200,2.1657,68.065,4.2548,4.2348,44.2661,10.8073,2.0480,,,48.2710,2.1247,46.665,1.4191,11.0069
2009-07-21,5.41000,1.7438,1.9558,2.7010,1.5689,1.5186,9.7153,,25.815,7.4464,103.6702,15.6466,0.86530,,11.0229,7.3340,271.30,14301.78,5.5371,68.8960,,134.10,1774.19,3.45280,0.7005,11.2925,,18.8597,5.0378,8.9515,2.1647,68.161,4.2525,4.2368,44.1100,10.8925,2.0491,,,48.3510,2.1360,46.645,1.4223,11.1587
2009-07-20,5.41000,1.7510,1.9558,2.7122,1.5702,1.5198,9.7118,,25.838,7.4462,103.5644,15.6466,0.86010,,11.0184,7.3352,272.90,14202.88,5.5428,68.5330,,134.44,1772.41,3.45280,0.7004,11.3125,,18.7878,5.0350,9.0085,2.1714,68.141,4.2980,4.2390,43.9800,11.0023,2.0489,,,48.3590,2.1476,46.610,1.4217,11.2989
2009-07-17,5.36000,1.7621,1.9558,2.7293,1.5734,1.5193,9.6259,,25.918,7.4453,102.8484,15.6466,0.86530,,10.9198,7.3360,274.20,14340.05,5.5028,68.6610,,132.06,1780.60,3.45280,0.7000,11.2750,,19.1765,5.0238,8.9960,2.1884,67.567,4.3355,4.2475,44.8010,11.0476,2.0438,,,47.9910,2.1525,46.440,1.4090,11.4140
2009-07-16,5.38000,1.7582,1.9558,2.7279,1.5787,1.5154,9.6526,,25.861,7.4456,103.1419,15.6466,0.85910,,10.9512,7.3270,272.82,14305.53,5.4670,68.7710,,132.63,1795.45,3.45280,0.7005,11.3008,,19.1829,5.0465,9.0015,2.1852,67.739,4.2900,4.2313,44.9351,11.0135,2.0501,,,48.1300,2.1570,46.555,1.4130,11.4575
2009-07-15,5.36000,1.7551,1.9558,2.7472,1.5813,1.5179,9.6250,,25.900,7.4453,103.2953,15.6466,0.85760,,10.9194,7.3240,273.25,14275.68,5.5191,68.5150,,131.57,1797.93,3.45280,0.7004,11.2738,,19.2836,5.0206,9.0190,2.1780,67.500,4.2900,4.2165,44.9035,10.9746,2.0460,,,48.0100,2.1625,46.445,1.4089,11.4842
2009-07-14,5.33000,1.7689,1.9558,2.7537,1.6018,1.5159,9.5599,,26.014,7.4458,102.6869,15.6466,0.85755,,10.8436,7.3320,275.79,14284.31,5.5396,68.5070,,130.34,1815.93,3.45280,0.7012,11.2720,,19.1327,5.0179,9.0355,2.1988,67.362,4.3557,4.2165,45.1890,10.9725,2.0404,,,47.7580,2.1540,46.310,1.3991,11.4694
2009-07-13,5.32000,1.8010,1.9558,2.7850,1.6239,1.5133,9.5487,,26.028,7.4451,102.2621,15.6466,0.86780,,10.8308,7.3310,277.96,14310.09,5.5608,68.6030,,129.03,1831.85,3.45280,0.7000,11.2586,,19.1576,5.0338,9.0700,2.2407,67.508,4.4020,4.2238,45.8900,11.0518,2.0483,,,47.7320,2.1701,46.380,1.3975,11.5835
2009-07-10,5.29000,1.7940,1.9558,2.8084,1.6212,1.5140,9.4983,,26.030,7.4466,101.9082,15.6466,0.85800,,10.7736,7.3315,277.50,14174.11,5.5574,67.8230,,128.21,1786.89,3.45280,0.6993,11.2483,,19.0303,4.9731,9.0840,2.2250,67.026,4.3740,4.2160,45.4005,11.0022,2.0331,,,47.3820,2.1636,45.935,1.3901,11.4023
2009-07-09,5.32000,1.7831,1.9558,2.8025,1.6182,1.5119,9.5575,,25.933,7.4469,102.3369,15.6466,0.86060,,10.8426,7.3450,275.00,14193.23,5.5178,68.1450,,130.05,1787.29,3.45280,0.6997,11.2728,,18.8424,4.9860,9.0740,2.2194,67.306,4.3548,4.2142,44.5200,10.9785,2.0408,,,47.6690,2.1625,46.115,1.3990,11.3330
2009-07-08,5.29000,1.7728,1.9558,2.7686,1.6206,1.5162,9.4984,,26.047,7.4469,101.9360,15.6466,0.86495,,10.7738,7.3430,278.10,14248.39,5.5081,67.9620,,131.02,1776.14,3.45280,0.7000,11.2479,,18.7010,4.9522,9.0770,2.2168,67.049,4.4338,4.2178,44.1250,11.0600,2.0323,,,47.3680,2.1623,45.905,1.3901,11.3450
2009-07-07,5.33000,1.7484,1.9558,2.7321,1.6223,1.5181,9.5788,,25.882,7.4465,102.9397,15.6466,0.86380,,10.8648,7.3425,273.20,14374.43,5.4857,67.6140,,133.61,1784.41,3.45280,0.6971,11.2642,,18.5100,4.9746,9.0565,2.1996,67.591,4.3740,4.2117,44.0625,10.9650,2.0420,,,47.7940,2.1593,46.235,1.4019,11.1837
2009-07-06,5.28000,1.7605,1.9558,2.7401,1.6193,1.5198,9.4979,,25.954,7.4461,102.0211,15.6466,0.86120,,10.7704,7.3296,273.70,14217.14,5.4498,67.5050,,132.44,1762.78,3.45280,0.6969,11.2475,,18.5490,4.9265,9.0540,2.2175,67.069,4.3870,4.2083,43.8110,10.9205,2.0265,,,47.4240,2.1540,45.840,1.3897,11.1350
2009-07-03,5.32000,1.7552,1.9558,2.7271,1.6203,1.5228,9.5714,,25.865,7.4459,102.6840,15.6466,0.85625,,10.8570,7.3208,272.55,14274.83,5.4409,67.0750,,134.32,1773.07,3.45280,0.6975,11.2632,,18.5339,4.9403,8.9660,2.2119,67.282,4.3525,4.2035,43.7877,10.9135,2.0352,,,47.7570,2.1480,46.060,1.4009,11.0820
2009-07-02,5.34000,1.7525,1.9558,2.7222,1.6201,1.5235,9.5974,,25.755,7.4460,102.7497,15.6466,0.85730,,10.8879,7.2992,268.45,14374.42,5.4396,67.3580,,135.95,1783.80,3.45280,0.7005,11.2689,,18.4393,4.9452,8.9375,2.2168,67.569,4.3543,4.2062,43.8009,10.8400,2.0377,,,47.9000,2.1489,46.240,1.4049,10.9708
2009-07-01,5.35000,1.7485,1.9558,2.7367,1.6224,1.5241,9.6319,,25.770,7.4455,103.1203,15.6466,0.85620,,10.9247,7.2715,271.11,14421.33,5.4616,67.5130,,136.53,1797.53,3.45280,0.7024,11.2754,,18.5228,4.9604,8.9800,2.2017,67.623,4.3904,4.1941,43.8870,10.7200,2.0393,,,47.9900,2.1559,46.200,1.4096,10.9048
2009-06-30,5.35000,1.7359,1.9558,2.7469,1.6275,1.5265,9.6545,,25.882,7.4470,103.5492,15.6466,0.85210,,10.9540,7.2730,271.55,14427.58,5.5142,67.5180,,135.51,1802.43,3.45280,0.7036,11.2807,,18.5537,4.9681,9.0180,2.1656,67.865,4.4520,4.2072,43.8810,10.8125,2.0441,,,48.1400,2.1614,46.365,1.4134,10.8853
2009-06-29,5.34000,1.7451,1.9558,2.7209,1.6236,1.5260,9.6070,,26.020,7.4463,103.0052,15.6466,0.84865,,10.8949,7.2801,276.21,14435.59,5.5256,67.5490,,134.03,1807.30,3.45280,0.7007,11.2710,,18.5321,4.9758,9.0340,2.1673,67.783,4.4960,4.2135,43.8375,10.8658,2.0444,,,47.8460,2.1619,46.315,1.4058,10.9867
2009-06-26,5.35000,1.7457,1.9558,2.7210,1.6168,1.5275,9.6329,,25.998,7.4464,102.7457,15.6466,0.85430,,10.9245,7.2860,275.30,14407.13,5.5827,67.8020,,134.50,1805.28,3.45280,0.6990,11.2753,,18.5461,4.9794,9.0400,2.1795,67.921,4.4945,4.2174,43.8580,10.9595,2.0493,,,47.9970,2.1645,46.405,1.4096,11.1439
2009-06-25,5.28000,1.7488,1.9558,2.7368,1.6200,1.5311,9.5276,,26.080,7.4455,102.0269,15.6466,0.85670,,10.8037,7.3105,277.10,14328.78,5.5263,67.7520,,134.34,1794.95,3.45280,0.6963,11.2540,,18.4593,4.9292,9.0760,2.1870,67.111,4.5160,4.2232,43.5400,11.0718,2.0336,,,47.5700,2.1691,45.945,1.3940,11.2586
2009-06-24,5.32000,1.7566,1.9558,2.7652,1.6105,1.5183,9.5857,,26.160,7.4447,102.4327,15.6466,0.84930,,10.8725,7.3147,277.75,14564.20,5.5142,68.0830,,133.77,1799.18,3.45280,0.6970,11.2655,,18.6351,4.9564,9.0090,2.1806,67.514,4.5320,4.2268,43.8104,11.0260,2.0401,,,47.8880,2.1829,46.110,1.4029,11.2993
2009-06-23,5.29000,1.7744,1.9558,2.8152,1.6101,1.5031,9.5537,,26.207,7.4442,102.1792,15.6466,0.85735,,10.8331,7.2725,281.20,14691.82,5.5425,67.8670,,133.49,1799.72,3.45280,0.6970,11.2590,,18.5385,4.9580,9.0990,2.2046,67.500,4.5462,4.2350,43.9300,11.1025,2.0370,,,47.7420,2.1944,46.025,1.3978,11.4724
2009-06-22,5.23000,1.7420,1.9558,2.7612,1.5871,1.5074,9.4728,,26.019,7.4444,101.5861,15.6466,0.84255,,10.7404,7.2664,278.62,14494.01,5.4726,67.1140,,133.02,1771.40,3.45280,0.6970,11.2411,,18.6446,4.9064,8.9860,2.1844,66.871,4.5230,4.2203,43.4100,11.0785,2.0214,,,47.3350,2.1652,45.555,1.3858,11.2912
2009-06-19,5.25000,1.7283,1.9558,2.7325,1.5708,1.5102,9.5242,,26.357,7.4434,101.8917,15.6466,0.84715,,10.7976,7.2780,279.50,14491.00,5.5191,66.8880,,134.84,1761.36,3.45280,0.6975,11.2524,,18.5714,4.9264,8.8995,2.1685,67.360,4.5138,4.2143,43.4098,10.9725,2.0274,,,47.5850,2.1642,45.800,1.3932,11.2910
2009-06-18,5.24000,1.7528,1.9558,2.7519,1.5758,1.5013,9.5139,,26.645,7.4440,101.8248,15.6466,0.85830,,10.7885,7.2920,283.57,14310.78,5.5126,66.9690,,133.57,1761.44,3.45280,0.6980,11.2713,,18.6946,4.9284,8.8825,2.1923,67.322,4.5575,4.2319,43.4455,10.9660,2.0292,,,47.5330,2.1822,45.800,1.3920,11.3480
2009-06-17,5.21000,1.7528,1.9558,2.7427,1.5794,1.5096,9.4630,,26.695,7.4447,101.4680,15.6466,0.85220,,10.7263,7.2780,283.80,14223.55,5.4723,66.4180,,133.28,1737.55,3.45280,0.6985,11.2390,,18.6785,4.8904,8.9180,2.2077,66.845,4.5283,4.2323,43.3240,10.8932,2.0196,,,47.3020,2.1575,45.505,1.3840,11.1715
2009-06-16,5.22000,1.7324,1.9558,2.6887,1.5612,1.5070,9.4926,,26.773,7.4446,101.6956,15.6466,0.84370,,10.7650,7.2676,280.08,14202.52,5.4665,66.1160,,134.78,1742.77,3.45280,0.7000,11.2770,,18.5015,4.8893,8.9170,2.1809,66.921,4.5305,4.2338,43.2647,10.8595,2.0233,,,47.3720,2.1435,45.675,1.3890,11.1064
2009-06-15,5.21000,1.7285,1.9558,2.6851,1.5690,1.5110,9.4684,,26.839,7.4465,101.2712,15.6466,0.84720,,10.7344,7.2350,280.40,14090.25,5.4931,66.0850,,136.08,1742.10,3.45280,0.7035,11.2623,,18.6982,4.8871,8.9055,2.1953,67.054,4.5260,4.2200,43.2745,10.8345,2.0190,,,47.3530,2.1438,45.615,1.3850,11.1603
2009-06-12,5.27000,1.7255,1.9558,2.7099,1.5708,1.5099,9.5701,,26.655,7.4457,102.1942,15.6466,0.85380,,10.8543,7.2582,277.81,14138.50,5.5216,66.6640,,137.55,1750.32,3.45280,0.6966,11.2940,,18.7584,4.9091,8.8845,2.1893,66.418,4.4791,4.2001,43.3717,10.7555,2.0338,,,47.7680,2.1532,45.925,1.4004,11.2452
2009-06-11,5.25000,1.7209,1.9558,2.7250,1.5428,1.5120,9.5475,,26.745,7.4464,101.9737,15.6466,0.85070,,10.8276,7.2600,280.20,14150.14,5.4852,66.5130,,137.39,1758.01,3.45280,0.6975,11.2592,,19.0474,4.8996,8.9140,2.1835,66.746,4.4815,4.1970,43.2630,10.8025,2.0296,,,47.6760,2.1600,45.825,1.3969,11.2580
2009-06-10,5.30000,1.7387,1.9558,2.7136,1.5500,1.5158,9.6365,,26.748,7.4462,102.6132,15.6466,0.85830,,10.9307,7.2639,278.17,14109.80,5.5248,66.7450,,138.03,1771.60,3.45280,0.6995,11.2955,,19.1153,4.9294,8.8430,2.2257,66.846,4.4645,4.1970,43.6320,10.7296,2.0431,,,48.0100,2.1698,46.125,1.4102,11.3326
2009-06-09,5.24000,1.7571,1.9558,2.7084,1.5402,1.5158,9.5415,,26.796,7.4456,102.4041,15.6466,0.86320,,10.8202,7.3040,280.13,14066.46,5.5103,66.2910,,136.80,1765.04,3.45280,0.6995,11.2546,,18.6965,4.9226,8.9135,2.2385,66.302,4.4770,4.2015,43.5033,10.7995,2.0357,,,47.7330,2.1656,45.835,1.3959,11.3584
2009-06-08,5.21000,1.7590,1.9558,2.7388,1.5548,1.5166,9.4803,,27.000,7.4465,101.3535,15.6466,0.87090,,10.7491,7.3164,287.19,13973.65,5.5429,65.9400,,136.53,1731.15,3.45280,0.7060,11.2428,,18.5345,4.8829,8.9360,2.2337,65.877,4.5563,4.2220,43.5215,10.8925,2.0230,,,47.6640,2.1594,45.570,1.3866,11.3459
2009-06-05,5.31000,1.7606,1.9558,2.7345,1.5657,1.5191,9.6871,,27.003,7.4472,103.1731,15.6466,0.87920,,10.9887,7.3550,289.10,14078.75,5.5934,66.7910,,137.48,1768.65,3.45280,0.7094,11.2863,,18.7066,4.9556,8.9700,2.2263,67.016,4.5420,4.2185,43.5789,10.9250,2.0530,,,48.4640,2.1834,46.205,1.4177,11.4189
2009-06-04,5.28000,1.7732,1.9558,2.7713,1.5694,1.5126,9.6313,,26.931,7.4479,102.7103,15.6466,0.86890,,10.9257,7.3580,287.10,14218.04,5.5915,66.5350,,136.32,1757.87,3.45280,0.7093,11.2766,,18.8380,4.9220,8.9055,2.2480,66.481,4.5193,4.2145,43.6440,10.8115,2.0400,,,48.1410,2.1784,45.935,1.4095,11.3902
2009-06-03,5.32000,1.7414,1.9558,2.7466,1.5459,1.5175,9.7044,,26.816,7.4463,103.0434,15.6466,0.85970,,11.0125,7.3396,282.90,14378.47,5.5871,66.8580,,136.33,1755.81,3.45280,0.7093,11.2915,,18.7632,4.9504,8.9210,2.2013,66.967,4.4998,4.1936,43.6217,10.7766,2.0462,,,48.3680,2.1748,46.195,1.4207,11.4022
2009-06-02,5.33000,1.7443,1.9558,2.7677,1.5433,1.5137,9.7261,,26.830,7.4456,103.0529,15.6466,0.86520,,11.0373,7.3383,281.70,14609.18,5.5671,66.9420,,136.09,1758.24,3.45280,0.7095,11.2938,,18.8725,4.9676,8.7725,2.1767,67.291,4.4877,4.1860,43.5755,10.6375,2.0480,,,48.5800,2.1779,46.195,1.4238,11.4810
2009-06-01,5.33000,1.7552,1.9558,2.7752,1.5397,1.5140,9.7073,,26.783,7.4457,102.5191,15.6466,0.86800,,11.0224,7.3520,280.73,14548.56,5.5065,66.7810,,134.89,1771.36,3.45280,0.7093,11.2919,,18.6033,4.9365,8.8100,2.1916,66.779,4.4620,4.1831,43.5185,10.5965,2.0455,,,48.4900,2.1719,46.015,1.4220,11.3333
2009-05-29,5.27000,1.7671,1.9558,2.8320,1.5501,1.5128,9.6263,,26.825,7.4453,101.7594,15.6466,0.87290,,10.9273,7.3500,282.48,14539.26,5.5237,66.4260,,135.22,1764.04,3.45280,0.7093,11.2759,,18.4340,4.9167,8.8785,2.2135,66.516,4.4762,4.1825,43.4455,10.6678,2.0350,,,48.3770,2.1737,46.010,1.4098,11.2413
2009-05-28,5.18000,1.7753,1.9558,2.8136,1.5544,1.5117,9.4610,,26.761,7.4445,100.5946,15.6466,0.87000,,10.7427,7.3305,284.75,14306.32,5.5078,65.9680,,134.38,1736.18,3.45280,0.7093,11.2410,,18.3176,4.8669,8.9615,2.2223,65.504,4.4910,4.1975,43.3105,10.7353,2.0146,,,47.6850,2.1775,45.215,1.3856,11.2268
2009-05-27,5.20000,1.7773,1.9558,2.7991,1.5536,1.5135,9.4917,,26.725,7.4442,100.5320,15.6466,0.87060,,10.7770,7.3055,282.85,14441.13,5.5430,66.2660,,132.48,1759.31,3.45280,0.7091,11.2477,,18.3082,4.8702,8.8710,2.2501,65.698,4.4363,4.1833,43.3886,10.6540,2.0188,,,47.7990,2.1844,45.360,1.3901,11.5155
2009-05-26,5.19000,1.7949,1.9558,2.8318,1.5698,1.5144,9.5000,,26.699,7.4453,100.4992,15.6466,0.87600,,10.7809,7.2899,282.43,14279.65,5.5567,66.5640,,132.06,1750.97,3.45280,0.7091,11.2495,,18.3412,4.8852,8.9510,2.2622,65.721,4.4235,4.1795,43.6023,10.5545,2.0205,,,47.9620,2.1709,45.415,1.3908,11.6426
2009-05-25,5.23000,1.7924,1.9558,2.8322,1.5777,1.5178,9.5601,,26.683,7.4463,101.0261,15.6466,0.88030,,10.8595,7.2929,280.60,14286.69,5.5334,66.2740,,133.22,1743.90,3.45280,0.7090,11.2634,,18.4372,4.8881,8.8620,2.2652,65.674,4.4140,4.1710,43.4875,10.4720,2.0251,,,48.1700,2.1672,45.700,1.4010,11.6640
2009-05-22,5.21000,1.7832,1.9558,2.8254,1.5744,1.5217,9.5334,,26.708,7.4458,100.8220,15.6466,0.87810,,10.8310,7.3190,278.39,14289.74,5.4959,65.8220,,131.41,1737.38,3.45280,0.7090,11.2582,,18.3767,4.8769,8.8750,2.2555,65.613,4.3843,4.1765,43.5016,10.4800,2.0157,,,47.9730,2.1468,45.640,1.3972,11.5862
2009-05-21,5.13000,1.7861,1.9558,2.8034,1.5754,1.5174,9.3983,,26.727,7.4458,99.5850,15.6466,0.87900,,10.6757,7.3165,278.43,14284.74,5.5376,65.1093,,130.84,1719.54,3.45280,0.7090,11.2295,,17.9932,4.8605,8.8382,2.2779,65.059,4.3960,4.1695,43.3869,10.4476,2.0085,,,47.3520,2.1173,45.055,1.3771,11.6269
2009-05-20,5.11000,1.7655,1.9558,2.7819,1.5724,1.5124,9.3434,,26.615,7.4452,98.7528,15.6466,0.88260,,10.6134,7.3634,277.85,14093.38,5.5768,64.9180,,131.06,1706.82,3.45280,0.7090,11.2440,,17.6943,4.8428,8.8100,2.2609,64.590,4.3687,4.1617,43.3320,10.4915,1.9994,,,47.1690,2.0996,44.945,1.3690,11.5106
2009-05-19,5.07000,1.7563,1.9558,2.7959,1.5754,1.5146,9.2896,,26.669,7.4465,98.4080,15.6466,0.87940,,10.5513,7.3600,278.18,13946.30,5.6078,65.0450,,130.91,1695.45,3.45280,0.7091,11.2067,,17.5799,4.8057,8.7450,2.2512,64.169,4.3770,4.1655,43.3374,10.4705,1.9914,,,46.8390,2.0923,44.725,1.3612,11.5437
2009-05-18,5.03000,1.7776,1.9558,2.8217,1.5779,1.5115,9.2124,,26.920,7.4455,97.7303,15.6466,0.88250,,10.4609,7.3785,284.15,14006.04,5.6231,64.6230,,129.28,1694.43,3.45280,0.7091,11.1901,,17.8339,4.7964,8.7785,2.2861,64.045,4.4680,4.1735,43.3415,10.6049,1.9803,,,46.6350,2.0981,44.535,1.3494,11.6534
2009-05-15,5.04000,1.7924,1.9558,2.8330,1.5894,1.5023,9.2271,,27.028,7.4465,98.2241,15.6466,0.89050,,10.4783,7.4026,289.40,14106.10,5.6085,66.7690,,128.67,1693.55,3.45280,0.7095,11.1937,,17.9411,4.7982,8.8170,2.3000,64.313,4.4795,4.2000,43.5280,10.6372,1.9852,,,46.7180,2.1249,44.515,1.3518,11.6846
2009-05-14,5.05000,1.8115,1.9558,2.8759,1.5971,1.5053,9.2567,,26.940,7.4477,98.0741,15.6466,0.89810,,10.5116,7.3593,289.73,14092.17,5.6366,67.4220,,129.41,1713.23,3.45280,0.7093,11.1996,,18.0502,4.8115,8.8320,2.3066,64.706,4.4875,4.1945,43.7155,10.7710,1.9891,,,46.9080,2.1431,44.680,1.3563,11.7049
